title,category,dist,lat,lng,rating,reviewsCount,price
دكان برجر Dukan Burger,Restaurant,"RP6M+6R Qurtubah, Riyadh Saudi Arabia",24.8105005,46.7345658,3.8,223,
Kudu,Restaurant,"QPXR+Q4 Ghirnatah, Riyadh Saudi Arabia",24.79947,46.740265,3.8,810,$$
Agus Restaurant,Restaurant,,24.7809102,46.7307463,3.9,155,
Hardee's,Fast food restaurant,"RP2V+9C Ghirnatah, Riyadh Saudi Arabia",24.800885,46.7436228,3.7,728,$$
Zoozi's daycare,School,"RP47+J6 Al Falah, Riyadh Saudi Arabia",24.8065271,46.7130935,,0,
nafar kabdah,Restaurant,"RP3R+MV Qurtubah, Riyadh Saudi Arabia",24.8042424,46.7421813,3.8,301,
مدارس التربية النموذجية قرطبة,School,"RP7Q+M6 Qurtubah, Riyadh Saudi Arabia",24.814168,46.7381058,3.7,64,
Granada Mall Food Court,Restaurant,"QPJJ+83 Ghirnatah, Riyadh Saudi Arabia",24.7807565,46.7302344,4,22,
Rowad AlKhaleej International School in Riyadh,School,"QP69+6X Al Mughrizat, Riyadh Saudi Arabia",24.7605449,46.7199736,3.7,99,
ركن المحار,Seafood restaurant,"RQ83+6V Al Munsiyah, Riyadh Saudi Arabia",24.8155936,46.7547655,3.5,6,
مدارس منارات الرياض الأهلية والعالمية | Manarat Al Riyadh National & International Schools,International school,"QPQ9+J3 Al Izdihar, Riyadh Saudi Arabia",24.7890138,46.7176867,3.3,407,
المجلس التهامي,Restaurant,"RP3X+QH Qurtubah, Riyadh Saudi Arabia",24.8044975,46.7490784,3.7,3216,$$
কুমিল্লা রেষ্টুরেন্ট Comilla Resturent,Restaurant,"RPCR+FR Qurtubah, Riyadh Saudi Arabia",24.821238,46.7420773,4.3,8,
Riyadh Najed Schools,School,"QPGP+HG Al Hamra, Riyadh Saudi Arabia",24.776398,46.7362102,3.6,341,
Shawarma House,Restaurant,"RQ69+MG Al Yarmuk, Riyadh Saudi Arabia",24.8116989,46.7688429,4.3,14301,$$
Golden Oyster Seafood Restaurant,Restaurant,"RP4P+HJ Qurtubah, Riyadh Saudi Arabia",24.8064784,46.7365229,3.6,80,
الإدارة العامة لمدارس منارات الرياض,Special education school,,24.7889557,46.7195126,,0,
Sbarro,Pizza restaurant,"RP5P+6V Qurtubah, Riyadh Saudi Arabia",24.8080713,46.7371538,3.7,196,$$
Grill It,Restaurant,"QMXX+M4 Al Falah, Riyadh Saudi Arabia",24.7992089,46.6977422,3.9,782,$$
Kareem Shami Restaurant,Restaurant,"RQ72+GP Qurtubah, Riyadh Saudi Arabia",24.8138565,46.7518375,3.7,788,$
Pakistani Restaurant Biryani,Restaurant,"QPWR+2W Ghirnatah, Riyadh Saudi Arabia",24.7950388,46.7423538,3.9,305,
Taghmees,Restaurant,"RP8G+2J Qurtubah, Riyadh Saudi Arabia",24.8150631,46.7264957,3.4,83,
Tazaj,Chicken restaurant,"RPPV+R2 Qurtubah, Riyadh Saudi Arabia",24.8370334,46.7425558,3.8,2912,$$
Texas Chicken,Fast food restaurant,"RP2Q+4J Qurtubah, Riyadh Saudi Arabia",24.8003361,46.739104,3.7,438,$$
dr.CAFE COFFEE | V12 | د.كيف,Coffee shop,"RP85+77 Imam Muhammad Ibn Saud Islamic University, Riyadh Saudi Arabia",24.8157144,46.7081502,3.3,16,$$
dr.CAFE COFFEE | Hybrid | د.كيف كافيه,Coffee shop,"QPJJ+J5 Ghirnatah, Riyadh Saudi Arabia",24.781616,46.7304225,4.2,52,$$
dr.CAFE COFFEE | د. كيف‎,Cafe,"RQ56+85 Al Yarmuk, Riyadh Saudi Arabia",24.8082628,46.7604147,,0,
Blue Cafe,Cafe,,24.7961448,46.7292313,3.8,83,
barasingha coffee,Coffee shop,"RM3V+RH An Nada, Riyadh Saudi Arabia",24.8045254,46.6939458,4.2,327,
dr.CAFE COFFEE,Coffee shop,"QPMX+H6 Ghirnatah, Riyadh Saudi Arabia",24.7839739,46.7480426,4.3,713,$$
T&more,Tea house,"RP7F+GM Qurtubah, Riyadh Saudi Arabia",24.8137522,46.7242068,4.6,265,
Hamburgini,Hamburger restaurant,"RQ57+M5 Al Yarmuk, Riyadh Saudi Arabia",24.8091733,46.762964,4.1,1269,$$
Noodles factory,Restaurant,,24.8150248,46.7264048,3.9,38,
The Cheesecake Factory,American restaurant,"QPHM+8Q Ghirnatah, Riyadh Saudi Arabia",24.7783205,46.734432,4.2,11518,
أصول الفول,Yemenite restaurant,"RPFH+2F Qurtubah, Riyadh Saudi Arabia",24.8225222,46.7286721,3.8,75,
Saveure Caffe & Lounge,Haute French restaurant,"RP4P+QG Qurtubah, Riyadh Saudi Arabia",24.8069671,46.7363186,4,41,
8oz Coffee | ايت اوز كوفي,Coffee shop,"RP6M+VR Qurtubah, Riyadh Saudi Arabia",24.812143,46.7345968,4.2,558,
محمصة تواق المختصة,Coffee roasters,"RPCQ+5X Qurtubah, Riyadh Saudi Arabia",24.8204063,46.7398781,5,20,
Dunkin’ Donuts,Cafe,"QPW6+PF Al Falah, Riyadh Saudi Arabia",24.7967917,46.711242,4.3,7,
MR.TEA,Coffee shop,"QPVX+M5 Ghirnatah, Riyadh Saudi Arabia",24.7942037,46.7479069,5,2,
Dunkin' Donuts10158,Donut shop,"RQG2+22 Al Munsiyah, Riyadh Saudi Arabia",24.8251144,46.7500961,4.1,594,$$
A12 Cafe | أ ١٢ كافية | RUH Gernaata,Cafe,"QPRR+8C Ghirnatah, Riyadh Saudi Arabia",24.7907603,46.7410976,4.3,560,
عناق كافية - ENNAQ Coffee,Coffee shop,"QPRR+2F Ghirnatah, Riyadh Saudi Arabia",24.7900502,46.7411279,4,459,
Double one _ دبل ون,Coffee shop,"RPHG+9X Qurtubah, Riyadh Saudi Arabia",24.8285055,46.7274266,4.2,40,
Java Cafe,Cafe,"RPVC+CG King Khalid International Airport, Riyadh Saudi Arabia",24.8435314,46.7213281,3,2,
حاشي باشا | فرع قرطبة,Restaurant,"RPJW+98 Qurtubah, Riyadh Saudi Arabia",24.8308815,46.74582,3.7,867,$$
Tim Hortons,Cafe,"RQ32+H8 Ghirnatah, Riyadh Saudi Arabia",24.8040209,46.7507388,4.1,988,$$
Burger Lab,Hamburger restaurant,"RQ73+MP Qurtubah, Riyadh Saudi Arabia",24.8141863,46.7543292,4.1,564,
V60 COFFEE,Cafe,"RP3X+FX Ghirnatah, Riyadh Saudi Arabia",24.8036896,46.7499345,3.6,56,
مطعم خليل - khalil restaurant,Restaurant,"RP7M+4Q Qurtubah, Riyadh Saudi Arabia",24.8127583,46.734488,3.8,1453,$$
Okashi,Asian restaurant,"RP8J+XW Qurtubah, Riyadh Saudi Arabia",24.8174799,46.7322921,3.7,427,$$
dr.CAFE COFFEE,Coffee shop,"RPWM+QF King Khalid International Airport, Riyadh Saudi Arabia",24.846904,46.7336802,4,137,$$
Manoosha Qurtubah,Fast food restaurant,"RP2Q+6Q Qurtubah, Riyadh Saudi Arabia",24.8005246,46.7394487,3.7,398,$$
Alif Restaurent,Indian restaurant,"RQ96+JJ Al Munsiyah, Riyadh Saudi Arabia",24.8190627,46.7615713,4,120,$
Maestro Pizza,Pizza restaurant,"RQ44+GF Ghirnatah, Riyadh Saudi Arabia",24.8062523,46.7561727,4,663,$$
Durrat Qurtuba bukhari restaurant,Restaurant,"QPWV+93 Ghirnatah, Riyadh Saudi Arabia",24.7959023,46.7427146,3.7,302,$
أربيز برجر,American restaurant,"RP8P+53 Qurtubah, Riyadh Saudi Arabia",24.8154439,46.7351291,4,20,
Sushi Yoshi,Restaurant,"RP9J+4Q Qurtubah, Riyadh Saudi Arabia",24.8178087,46.7319788,3.8,406,$$
Jan Burger,Hamburger restaurant,"RP6M+9M Qurtubah, Riyadh Saudi Arabia",24.8109033,46.7342312,3.8,878,$$
Burgeronomy برجرونومي,Hamburger restaurant,"RP2Q+HJ Qurtubah, Riyadh Saudi Arabia",24.8014807,46.7390357,3.9,502,$$
McDonald's,Restaurant,"RP8J+WX Qurtubah, Riyadh Saudi Arabia",24.8172832,46.7323826,3.8,1971,$$
Piatto Express,Italian restaurant,"RP5M+F3 Qurtubah, Riyadh Saudi Arabia",24.8086346,46.7326507,4.5,4,
Bab Bu Khokha Resturant,Restaurant,"RP6M+RW Qurtubah, Riyadh Saudi Arabia",24.8120014,46.7348283,4,793,$$
Oven of Damascus Patties - Qurtubah,Restaurant,"RQ83+W2 Qurtubah, Riyadh Saudi Arabia",24.8173145,46.7525979,3.7,619,$$
Five Guys,Hamburger restaurant,"RP5P+9M Qurtubah, Riyadh Saudi Arabia",24.8083761,46.7367098,3.6,304,
AMEED,Restaurant,"QPXP+6P Ghirnatah, Riyadh Saudi Arabia",24.7981086,46.7368422,3.4,9,
MCD dammam rd,Restaurant,"QPXR+WC Ghirnatah, Riyadh Saudi Arabia",24.7998378,46.7410836,3.8,74,
مطعم شاورما اللؤلؤة,Fast food restaurant,"RP6M+FM Qurtubah, Riyadh Saudi Arabia",24.8111882,46.7341724,3.9,890,
Madgoot Time,Restaurant,"RQ73+9R Qurtubah, Riyadh Saudi Arabia",24.8134946,46.7546941,3.9,576,$$
Kid’s future,School,,24.7896966,46.7208928,5,1,
عنبة,Lebanese restaurant,"RP3Q+4P Qurtubah, Riyadh Saudi Arabia",24.802801,46.7392746,4.1,207,
Karam Cafe,Restaurant,,24.808566,46.735148,,0,
Manarat School KG2,School,"QPQC+GV Al Izdihar, Riyadh Saudi Arabia",24.7887563,46.722231,5,1,
"180 degrees, speciality coffee Riyadh Qurtuba",Breakfast restaurant,"RP2V+P2 Qurtubah, Riyadh Saudi Arabia",24.8018278,46.742514,4,351,$$
متوسطة عمر بن أبي سلمة,School,"RQ74+XJ Al Munsiyah, Riyadh Saudi Arabia",24.8149101,46.7565582,3.2,12,
Bedayaat Nursery,Nursery school,"RP6V+48 Qurtubah, Riyadh Saudi Arabia",24.8102732,46.7432872,,0,
Zaatar W Zeit - Cordoba Centre,Restaurant,"RP9J+4V Qurtubah, Riyadh Saudi Arabia",24.817796,46.7321421,3.9,2126,$$
Shah Rukh Khan Indian Restaurant,Restaurant,"RP4P+RF Qurtubah, Riyadh Saudi Arabia",24.807059,46.7362442,3.6,3598,
Primary school boys,School,"RPGW+Q6 Qurtubah, Riyadh Saudi Arabia",24.8269135,46.7455503,3.7,332,
BiCE Restaurant,Italian restaurant,"QPQH+G4 Ghirnatah, Riyadh Saudi Arabia",24.7888421,46.7278035,4,118,
Yassin school,School,"RP3M+XP Qurtubah, Riyadh Saudi Arabia",24.8049467,46.7342724,,0,
Vikas Vidyalaya Chikniya,School,"QPXM+CR Qurtubah, Riyadh Saudi Arabia",24.7985679,46.7345872,,0,
فطيرة روش,Restaurant,"RQ83+5C Qurtubah, Riyadh Saudi Arabia",24.8154643,46.7536085,3.5,14,
Al Zalal Restaurant,Pakistani restaurant,"QPXR+9M Ghirnatah, Riyadh Saudi Arabia",24.7984389,46.7415588,3.9,1154,$
Amur Pre School,School,"RP47+J6 Al Falah, Riyadh Saudi Arabia",24.8065312,46.7131027,4,1,
KABSAT,Restaurant,,24.829359,46.7465485,4.5,4,
Hamburgini,Hamburger restaurant,"RPJM+R3 Qurtubah, Riyadh Saudi Arabia",24.832001,46.7327229,4,920,$$
Deez nuts school for cats,School,"RP4W+G2 Qurtubah, Riyadh Saudi Arabia",24.8063148,46.7450829,5,1,
كشري النيل,Restaurant,"RQ83+99 Qurtubah, Riyadh Saudi Arabia",24.8158969,46.7534383,3.5,332,
Academic City Schools,Special education school,"QPWQ+RG Ghirnatah, Riyadh Saudi Arabia",24.7970908,46.738853,2.8,219,
مطعم مذاق قرطبة البخاري,Restaurant,"RPCR+GP Qurtubah, Riyadh Saudi Arabia",24.8212643,46.7418042,4,24,
BIT School,School,"RP8H+9V Qurtubah, Riyadh Saudi Arabia",24.8159518,46.7297049,3.6,9,
Outback Steakhouse,Steak house,"RP5P+7R Qurtubah, Riyadh Saudi Arabia",24.8082292,46.7370629,4,3417,$$$
Pesto,Restaurant,"RP59+87 Qurtubah, Riyadh Saudi Arabia",24.8083276,46.7182902,,0,
Muhra’s school,School,"RP5V+97 Qurtubah, Riyadh Saudi Arabia",24.8083944,46.7432156,,0,
SUNSET Cafe,Cafe,,24.8096861,46.7208255,3.3,3,
Durrat China Restaurants,Chinese restaurant,"RP2Q+JH Qurtubah, Riyadh Saudi Arabia",24.8015525,46.7389887,4,658,$$
تسالي,Fast food restaurant,"RP4C+C3 Qurtubah, Riyadh Saudi Arabia",24.8061428,46.7201515,2.6,5,
Simon Restaurant,Restaurant,"RQ83+FJ Al Munsiyah, Riyadh Saudi Arabia",24.816243,46.7540202,3.7,293,
Here Café,Coffee shop,"RQV3+7Q Al Munsiyah, Riyadh Saudi Arabia",24.8431911,46.754383,4.4,205,
ملحق ابو منصور,School,"RP8F+3M Qurtubah, Riyadh Saudi Arabia",24.8151873,46.7240864,5,2,
مدارس ابن رشد قرطبة,School,"RP7X+H8 Qurtubah, Riyadh Saudi Arabia",24.8139165,46.74827,4.5,97,
Paz coffee bar,Cafe,"RPFJ+W7 Qurtubah, Riyadh Saudi Arabia",24.8248183,46.7307403,,0,
Herfy,Fast food restaurant,"RPPV+V2 Qurtubah, Riyadh Saudi Arabia",24.8372801,46.7425135,3.7,1262,$$
BurgerFuel Nakhlah,Hamburger restaurant,"RP6M+5J Qurtubah, Riyadh Saudi Arabia",24.8104203,46.7340781,4.4,1112,$$$
Agency,School,"RP5X+FJ Qurtubah, Riyadh Saudi Arabia",24.8087826,46.7490457,,0,
dr.CAFE COFFEE | د.كيف,Coffee shop,"QPPG+QP Ghirnatah, Riyadh Saudi Arabia",24.7869634,46.7267928,4.3,36,$$
Nando’s Granada Mall,Chicken restaurant,"QPJJ+H2 Ghirnatah, Riyadh Saudi Arabia",24.781417,46.7300806,4.6,648,
بيتوتي,Chinese restaurant,"RP4P+MH Qurtubah, Riyadh Saudi Arabia",24.8066285,46.7364977,4.2,466,$$
MGIS,School,"RPHM+PX Qurtubah, Riyadh Saudi Arabia",24.8293647,46.7349559,4,4,
Dunkin' Donuts - Qurtubah 2,Cafe,,24.8142534,46.7535927,3.9,123,$$
Maestro Pizza,Pizza restaurant,"RP9J+4P Qurtubah, Riyadh Saudi Arabia",24.817788,46.7318718,4.1,426,$$
Al-Shayeb Broasted Chicken,Restaurant,"RP4P+WW Qurtubah, Riyadh Saudi Arabia",24.8072556,46.7373231,5,1,
كرمز كافيه,Coffee shop,"RQ57+RR Al Yarmuk, Riyadh Saudi Arabia",24.8095065,46.7646141,4.1,1654,$$
City Fresh Kitchen,Restaurant,"RP49+F6 Qurtubah, Riyadh Saudi Arabia",24.8062364,46.7181043,4.7,13,
مطعم تشرين | Teshrine Restaurant,Restaurant,"RP4P+MH Qurtubah, Riyadh Saudi Arabia",24.8067236,46.736478,4.3,119,
Bright Schools: in Hamra & Arizona Compounds,Montessori school,"RP6G+MQ Qurtubah, Riyadh Saudi Arabia",24.8117026,46.7269937,3.7,3,
ben's art,Cafe,"RP7M+8J Qurtubah, Riyadh Saudi Arabia",24.8133592,46.7341245,4.2,308,
كازا باستا,Italian restaurant,"RP9J+2W Qurtubah, Riyadh Saudi Arabia",24.8175537,46.7322953,4,796,$$
Furn Aldayaa I فرن الضيعة,Restaurant,"RP5P+4V Qurtubah, Riyadh Saudi Arabia",24.8078521,46.737236,4,379,$$
Al Hussan International School,Elementary school,"RP3M+VR Qurtubah, Riyadh Saudi Arabia",24.804697,46.7345759,3.3,119,
British International School Riyadh,School,"QPRJ+J5 Ghirnatah, Riyadh Saudi Arabia",24.7915044,46.7304272,3.5,127,
Chinwa - شينوا,Chinese restaurant,"RP2Q+4J Qurtubah, Riyadh Saudi Arabia",24.8003719,46.7390104,4.6,29,
Coffee Sessions,Cafe,"RQ45+7C Ghirnatah, Riyadh Saudi Arabia",24.8056417,46.758525,4.2,137,
One Million,Restaurant,"RPRM+M7 King Khalid International Airport, Riyadh Saudi Arabia",24.8416974,46.7331523,4.7,3251,
Amjad Qurtoba Private Schools,School,"RP4W+F3 Qurtubah, Riyadh Saudi Arabia",24.8061653,46.7451973,3.4,218,
مقهى اندرينا | Andarena Cafe,Coffee shop,"QPQM+98 Ghirnatah, Riyadh Saudi Arabia",24.7884285,46.7333229,4.7,402,
Ennabi Grill || المشوى العنابي,Restaurant,"RP3Q+H5 Qurtubah, Riyadh Saudi Arabia",24.8039566,46.7379581,2.8,6,$$
Costa Coffee - Al Muhaideb Dental Complex,Coffee shop,"RQ32+QM Ghirnatah, Riyadh Saudi Arabia",24.8044923,46.751727,4.4,68,$$
Pianolla Cafe | بيانولا كافيه,Cafe,"RPPQ+48 Qurtubah, Riyadh Saudi Arabia",24.8353446,46.7383085,5,1,
Saadeddin Cafe,Coffee shop,"RPGH+QF Qurtubah, Riyadh Saudi Arabia",24.8269509,46.728653,,0,
دي مانور De Manor cafe,Coffee shop,"RPPQ+CW Qurtubah, Riyadh Saudi Arabia",24.8360904,46.7397975,4.2,93,
فورتوينز | 4twins Coffee,Coffee shop,"RP8H+9P Qurtubah, Riyadh Saudi Arabia",24.8159959,46.7293235,4,4,
caribou coffee,Coffee shop,"VP2P+29 King Khalid International Airport, Riyadh Saudi Arabia",24.850054,46.7358958,3.8,11,$$
Dana Cafe,Coffee shop,"RQ68+QM Al Munsiyah, Riyadh Saudi Arabia",24.8119134,46.766658,3.9,94,
شاهي فخار pt,Coffee shop,"RPCV+FJ Qurtubah, Riyadh Saudi Arabia",24.8212482,46.7440635,,0,
VELOCE CAFE - فيلوتشي كافية,Cafe,"RPMM+8H Qurtubah, Riyadh Saudi Arabia",24.8332612,46.7339926,4.2,127,
واحد كرك,Coffee shop,"RPJJ+G3 Qurtubah, Riyadh Saudi Arabia",24.8313155,46.7301274,5,3,
Arabt Alfool,Restaurant,"RP3Q+C6 Qurtubah, Riyadh Saudi Arabia",24.8036093,46.7381177,4.3,1193,$
Dunkin Donuts10190,Coffee shop,"RP6M+9P Qurtubah, Riyadh Saudi Arabia",24.8109223,46.7342931,4.1,302,$$
البيك - Albaik,Restaurant,"RPMM+24 Qurtubah, Riyadh Saudi Arabia",24.8326034,46.7328555,4.2,4187,$
مزاج مغربي,Coffee shop,"RP6M+HX Qurtubah, Riyadh Saudi Arabia",24.8114208,46.734986,3.9,26,
Italian Restaurant,Restaurant,,24.8176526,46.732248,4.2,5,
المذاق المغربي,Cafe,"RPJJ+87 Qurtubah, Riyadh Saudi Arabia",24.8308231,46.730737,3.9,70,
الدلة الشاذلية,Cafe,"RP3W+68 Qurtubah, Riyadh Saudi Arabia",24.8030222,46.7458505,4,376,
Dunkin' Donuts - 10148,Coffee shop,"RP8G+2Q Qurtubah, Riyadh Saudi Arabia",24.815077,46.726915,3.9,408,$$
CHOCOMELT (Riyadh Front),Cafe,"RPVM+3M King Khalid International Airport, Riyadh Saudi Arabia",24.8427238,46.7341958,4.3,12,
Coffee Day,Coffee shop,,24.8000782,46.7094841,3.4,23,$$
غيوم الديم كافيه,Cafe,"RPFH+78 Qurtubah, Riyadh Saudi Arabia",24.823233,46.7283342,4.8,32,
dr.CAFE COFFEE | د. كيف,Coffee shop,"QPW6+HV Al Falah, Riyadh Saudi Arabia",24.796386,46.712128,3.5,32,$$
orta coffee,Coffee shop,"RP8H+CG Qurtubah, Riyadh Saudi Arabia",24.8160948,46.7288255,4.4,217,
Draft Cafe,Cafe,"RPRM+87 King Khalid International Airport, Riyadh Saudi Arabia",24.8408285,46.7332385,3.8,353,
Toucan Cafe توكان كافيه,Cafe,"RPJM+Q4 Qurtubah, Riyadh Saudi Arabia",24.8319331,46.7327944,4.2,136,
مزاج مغربي,Coffee shop,"RQ42+38 Qurtubah, Riyadh Saudi Arabia",24.8051851,46.7507952,4.3,145,
Dana Coffee,Coffee shop,,24.8096264,46.7613671,4.2,11,
MUH Cafe,Cafe,"RPRM+76 King Khalid International Airport, Riyadh Saudi Arabia",24.840667,46.7330044,3.6,1340,$$$
J.Co Donuts & Coffee جي كو,Donut shop,"RP38+5H Al Falah, Riyadh Saudi Arabia",24.8028757,46.7164739,4.5,593,
دان كافيه DAN CAFE,Coffee shop,"RPHM+VQ Qurtubah, Riyadh Saudi Arabia",24.8296561,46.7344188,,0,
بوفيه مائدة الكرم,Coffee shop,"QPWM+54 Ghirnatah, Riyadh Saudi Arabia",24.795496,46.7327508,5,1,
Tim hortons,Coffee shop,"RPJJ+C6 Qurtubah, Riyadh Saudi Arabia",24.8311073,46.7306247,3.1,11,
Besalu Cafe,Coffee shop,"RPJJ+QX Qurtubah, Riyadh Saudi Arabia",24.8319606,46.7323919,4.2,457,
Joy coffee,Coffee shop,"RPRM+M8 King Khalid International Airport, Riyadh Saudi Arabia",24.841726,46.7333451,4.1,31,
Link coffee لينك قهوة مختصة,Coffee shop,"RQ84+74 Al Munsiyah, Riyadh Saudi Arabia",24.8157214,46.7553734,4.3,36,
Self Made Coffee,Coffee shop,"RP3Q+57 Qurtubah, Riyadh Saudi Arabia",24.8030907,46.7381961,3.7,7,
Krispy kreme,Cafe,"RP7G+VG Qurtubah, Riyadh Saudi Arabia",24.8146387,46.7262583,3.5,39,$$
Kooz Alqahwa,Coffee shop,"RPJM+Q4 Qurtubah, Riyadh Saudi Arabia",24.8318941,46.7328473,3.9,2467,$$
البشوات كافيه ( كوفي و شيشة ),Coffee shop,"RPMM+FF King Khalid International Airport, Riyadh Saudi Arabia",24.8337303,46.7336767,3,294,
N2,Coffee shop,"RPJM+R3 Qurtubah, Riyadh Saudi Arabia",24.8320504,46.7327244,,0,
Java Time,Cafe,"RP7G+XV Qurtubah, Riyadh Saudi Arabia",24.8149078,46.7271347,4.2,1321,$$
PORTA CAFE,Cafe,"RPRM+69 King Khalid International Airport, Riyadh Saudi Arabia",24.8405971,46.7333815,3.5,28,
Rwana coffee قهوة روانا (مختصة),Coffee shop,"RQ73+QF Qurtubah, Riyadh Saudi Arabia",24.8144272,46.7537359,4.3,137,
urth caffe,Cafe,"RPRM+H4 King Khalid International Airport, Riyadh Saudi Arabia",24.8414731,46.7328571,4.2,2210,
Coffee Day,Coffee shop,"RP5P+6R Qurtubah, Riyadh Saudi Arabia",24.808122,46.7370434,3.7,458,$$
Starbuck,Coffee shop,"RP4P+WW Qurtubah, Riyadh Saudi Arabia",24.8072951,46.7372899,3.8,67,$$
Pianolla cafe,Cafe,,24.8401192,46.7475095,4.6,14,
Cafe Connect - Fairmont,Cafe,"RP59+97 Qurtubah, Riyadh Saudi Arabia",24.8084454,46.7182312,4.7,3,
Moroccan Taste Qurtuba,Coffee shop,"RQ92+JP Qurtubah, Riyadh Saudi Arabia",24.8190971,46.7518513,5,1,
GABA Cafe,Coffee shop,"RPJM+V4 Qurtubah, Riyadh Saudi Arabia",24.8321655,46.7327778,4.1,255,
Sanu,Restaurant,"RP5P+8J Qurtubah, Riyadh Saudi Arabia",24.808302,46.7365849,,0,
Broburger,Restaurant,"RP7G+XG Qurtubah, Riyadh Saudi Arabia",24.8149104,46.7262926,4.4,381,$
KK Qurtoba,Cafe,"RP7G+VF Qurtubah, Riyadh Saudi Arabia",24.814705,46.726194,1,1,
Golden Chimney / قولدن شيمني,Indian restaurant,,24.8026001,46.7385281,4.3,1524,$$
Samarqandi Restaurant,Restaurant,"RPJH+6Q Qurtubah, Riyadh Saudi Arabia",24.8306199,46.7293968,4.1,5276,$
ديوانية رائحة القهوة,Cafe,"RPGX+89 Qurtubah, Riyadh Saudi Arabia",24.825867,46.748462,4.3,43,
toot Beirut restaurant مطعم توت بيروت للوجبات السريعة,Restaurant,"RQ72+87 Qurtubah, Riyadh Saudi Arabia",24.8133425,46.7506347,4.1,22,
ميلانا كافيه,Cafe,"RPMM+F9 King Khalid International Airport, Riyadh Saudi Arabia",24.8336306,46.7334632,4.4,569,
Ward Tamim,Middle Eastern restaurant,"RPFX+H6 Qurtubah, Riyadh Saudi Arabia",24.8239511,46.7481098,4.2,74,
مطعم اختيارك صح,Restaurant,"RQ83+2C Qurtubah, Riyadh Saudi Arabia",24.8150705,46.7535246,3.9,76,
Back cafe,Coffee shop,"RP8G+3R Qurtubah, Riyadh Saudi Arabia",24.815192,46.7270462,4.2,5,
Hotel Fairmont Riyadh,,"RP59+88 Qurtubah, Riyadh Saudi Arabia",24.808307,46.7180679,4.5,1773,
Baytoti Qurtuba بيتوتي قرطبة,Chinese restaurant,"RP4P+MJ Qurtubah, Riyadh Saudi Arabia",24.8066401,46.7365181,4.1,197,
بوفية تسالي توب,Fast food restaurant,"QPXJ+JJ Qurtubah, Riyadh Saudi Arabia",24.7990833,46.7315859,5,8,
The Bridge,Restaurant,"RPPQ+7R Qurtubah, Riyadh Saudi Arabia",24.8357146,46.7395745,,0,
Larder & Lounge,Restaurant,"RPPQ+7R Qurtubah, Riyadh Saudi Arabia",24.8357324,46.7395541,,0,
Plumeria Terrace,Restaurant,"RPPQ+8R Qurtubah, Riyadh Saudi Arabia",24.835757,46.7395598,,0,
FireGrill,Mexican restaurant,"RP5P+C4 Qurtubah, Riyadh Saudi Arabia",24.808622,46.735291,4.1,818,$$
Third Street Restaurant R,American restaurant,"RPMP+H6 Qurtubah, Riyadh Saudi Arabia",24.8339901,46.7355192,4.6,14,
City Fresh Kitchen,Restaurant,"RP5M+C3 Qurtubah, Riyadh Saudi Arabia",24.8086042,46.7326403,4.6,13,
The 365,Restaurant,"RP59+87 Qurtubah, Riyadh Saudi Arabia",24.8083204,46.7182939,4.8,67,
Steak House,American restaurant,"RP5P+C4 Qurtubah, Riyadh Saudi Arabia",24.8086149,46.7352765,4.2,1457,$$$
Piatto Restaurant,Italian restaurant,"RP5P+F5 Qurtubah, Riyadh Saudi Arabia",24.8086604,46.7354425,4.2,2221,$$
مطعم ملعقة الطاهي - Chef's Spoon Restaurant,Restaurant,"RP9J+H3 Qurtubah, Riyadh Saudi Arabia",24.8189221,46.7302056,4.9,49,
Potion,Coffee shop,"RPJJ+J6 Qurtubah, Riyadh Saudi Arabia",24.8315191,46.7305215,,0,
Coffee lights,Cafe,"RP4P+6Q Qurtubah, Riyadh Saudi Arabia",24.8055222,46.7369722,3.8,183,
GAHWA,Cafe,"RPQJ+MX King Khalid International Airport, Riyadh Saudi Arabia",24.8391764,46.732404,3.8,617,
S&M Home,Cafe,"RPCF+GX Qurtubah, Riyadh Saudi Arabia",24.8213152,46.7249989,3.9,12,
محتوى القهوة - Coffee Content,Coffee shop,"RP9J+3R Qurtubah, Riyadh Saudi Arabia",24.8176503,46.7320769,4.5,115,
The Coffee Address,Cafe,"RP3Q+H4 Qurtubah, Riyadh Saudi Arabia",24.8039585,46.7378959,4.1,92,$$
كافيه بيني,Cafe,"RPJM+W5 Qurtubah, Riyadh Saudi Arabia",24.8323601,46.7329538,4,898,$$
خبير الشاي,Coffee shop,"RPGM+H9 Qurtubah, Riyadh Saudi Arabia",24.8264083,46.7334938,4.6,133,
Coffee Yard كوفي يارد,Cafe,"RP4P+WF Qurtubah, Riyadh Saudi Arabia",24.8072946,46.7362187,3.8,376,
Starbucks,Coffee shop,"RP58+6M Qurtubah, Riyadh Saudi Arabia",24.8080401,46.7166778,4.3,201,$$
Coffee Cherries,Coffee shop,"RPJJ+PX Qurtubah, Riyadh Saudi Arabia",24.8318345,46.7324773,4.3,816,$$
